lecture_id,r_id,degree
140,584,0.2185261927
140,531,0.1992513012
140,303,0.192329168
140,718,0.1892193152
140,501,0.1828285542
141,204,0.220987934
141,276,0.1509261359
141,55,0.1369348768
141,477,0.1369348768
141,177,0.1352540641
141,52,0.1263610075
141,349,0.120662146
141,29,0.1161903914
141,194,0.1161903914
142,297,0.3319145564
142,154,0.2079887544
142,588,0.2079887544
142,337,0.2075215343
142,342,0.2075215343
142,673,0.2061907675
142,9,0.1660702618
142,737,0.1660702618
142,463,0.1624978112
143,31,0.4312952048
143,144,0.2888115515
143,150,0.2421087156
143,10,0.2021742671
143,564,0.1836128532
143,67,0.1595779463
143,640,0.1592926443
143,368,0.1458587448
143,549,0.1421367057
144,143,0.2888115515
144,31,0.2587223016
144,249,0.1929978616
144,758,0.1618638446
144,471,0.1603280599
144,167,0.1483057698
144,150,0.1297039522
144,408,0.1278275122
144,612,0.1266971232
145,237,0.8281974277
145,216,0.2920258402
145,32,0.2602915157
145,629,0.2602915157
145,16,0.2000585485
145,223,0.1865662684
145,344,0.142082894
145,361,0.1260010932
145,530,0.1135798895
146,253,0.8866516814
146,618,0.8866516814
146,726,0.2026846291
146,436,0.1841358054
146,244,0.1731609823
146,667,0.169513531
146,262,0.1694230024
146,177,0.1658908337
146,654,0.164374757
147,91,0.3982236598
147,74,0.2458850669
147,480,0.2228665276
147,384,0.2024345995
147,278,0.1866630264
147,617,0.1784981596
147,117,0.1746286004
147,318,0.1716184193
147,633,0.1716184193
148,640,0.4000155872
148,652,0.3633285639
148,733,0.3487376582
148,608,0.2739097349
148,470,0.2622251643
148,244,0.2274402335
148,654,0.2082657805
148,177,0.2042419343
148,547,0.2027648314
149,763,0.5355312801
149,20,0.4650451491
149,288,0.308363254
149,34,0.1913634831
149,362,0.1913634831
149,428,0.1913634831
149,530,0.1732562921
149,344,0.1557299498
149,227,0.1478968795
150,31,0.2515262135
150,143,0.2421087156
150,10,0.1616144725
150,405,0.1483550983
150,760,0.1455044621
150,564,0.1400815246
150,60,0.1395680758
150,566,0.1344378742
150,549,0.1308807437
151,278,0.3612809088
151,384,0.2900192557
151,19,0.2287037167
151,707,0.2270727879
151,244,0.1975881673
151,90,0.1884379654
151,193,0.1882830324
151,719,0.1842850813
151,158,0.1837820231
152,689,0.3004740619
152,563,0.1772021477
152,268,0.1731808147
152,67,0.1630059463
152,687,0.1566241754
152,668,0.1557328968
152,521,0.1476491455
152,199,0.1342416716
152,245,0.1342416716
153,83,0.4483965939
153,674,0.4483965939
153,260,0.3225784304
153,58,0.2844986799
153,80,0.2700010456
153,264,0.2700010456
153,423,0.2414080325
153,415,0.2397063347
153,203,0.2188514351
154,9,0.8400446567
154,737,0.8400446567
154,259,0.8171762524
154,505,0.8171762524
154,463,0.3451940385
154,673,0.3153841705
154,411,0.3100002291
154,297,0.296326844
154,403,0.2868412877
155,441,0.2785728595
155,607,0.2605066872
155,734,0.2569356821
155,753,0.2569356821
155,6,0.2107865557
155,286,0.2107865557
155,242,0.1789795677
155,747,0.1618985025
155,619,0.1602720088
156,437,0.1289013102
156,660,0.1179530985
156,590,0.09741640948
156,483,0.09235238892
156,177,0.0829979974
156,717,0.08068816267
156,58,0.07604626218
156,497,0.07530991675
156,299,0.07233786116
157,99,0.7469793508
157,299,0.2617876119
157,136,0.1619641949
157,323,0.1609053272
157,437,0.1476919035
157,497,0.146787784
157,590,0.1339337568
157,50,0.1174909569
157,660,0.1109018094
158,90,0.3415655038
158,137,0.3348803956
158,663,0.3018637056
158,413,0.3017405923
158,177,0.2775727901
158,603,0.2758248497
158,654,0.2574464778
158,30,0.2500473312
158,52,0.23089869
159,400,0.4306809456
159,718,0.3687491514
159,37,0.3247824492
159,112,0.2916153371
159,140,0.2916153371
159,584,0.2578871378
159,17,0.2492035473
159,559,0.2347203589
159,366,0.2307240474
160,314,0.3732825701
160,175,0.2668503876
160,324,0.2668503876
160,270,0.2344761053
160,733,0.2316381298
160,658,0.2248349484
160,114,0.2223404267
160,176,0.2206125351
160,213,0.2206125351
161,22,0.178531279
161,55,0.1750707796
161,477,0.1750707796
161,339,0.1627193086
161,348,0.1472371564
161,78,0.1397112118
161,138,0.1397112118
161,269,0.1345856587
161,655,0.1171373987
162,368,0.2708066169
162,188,0.240735139
162,225,0.240735139
162,662,0.2259355546
162,232,0.2177886121
162,689,0.1863843929
162,281,0.1700819178
162,168,0.1663406846
162,482,0.1639526713
163,599,0.833855718
163,79,0.3190469231
163,277,0.3190469231
163,296,0.3190469231
163,229,0.317328864
163,182,0.2296020169
163,306,0.2111373198
163,713,0.2090723185
163,172,0.2058409934
164,520,0.3475835001
164,256,0.3292553791
164,126,0.2477193894
164,528,0.2245409015
164,175,0.2193849517
164,324,0.2193849517
164,652,0.2165250059
164,679,0.2088578557
164,284,0.1967730026
165,94,0.215483529
165,335,0.2111497963
165,184,0.2107495877
165,755,0.2021943593
165,81,0.2009527441
165,48,0.2008421007
165,456,0.2005164785
165,661,0.1929404962
165,653,0.1838514071
166,758,0.3035723905
166,249,0.2244250083
166,59,0.206439959
166,453,0.1949053737
166,630,0.1806098404
166,32,0.1443379394
166,629,0.1443379394
166,653,0.1290116561
166,192,0.1197181397
167,612,0.3965411845
167,471,0.2044360588
167,74,0.1729861421
167,11,0.1667254389
167,582,0.1606906082
167,508,0.1511790365
167,144,0.1483057698
167,171,0.1480416831
167,480,0.1301300345
168,71,0.3618484128
168,648,0.2747534631
168,438,0.2682955535
168,602,0.2241330961
168,47,0.1781507914
168,520,0.1737680813
168,368,0.1711158503
168,162,0.1663406846
168,725,0.1637267722
169,382,0.1466640826
169,290,0.1409189845
169,379,0.1374314895
169,222,0.1354984685
169,160,0.127367304
169,368,0.1187537091
169,114,0.1176132153
169,725,0.1068075634
169,485,0.1059064299
170,336,0.1603871264
170,731,0.1296313812
170,498,0.12398862
170,278,0.1125139166
170,9,0.1058050393
170,737,0.1058050393
170,259,0.102447164
170,505,0.102447164
170,95,0.08436932403
171,639,0.3383545846
171,582,0.3032606406
171,229,0.2999457353
171,79,0.297519214
171,277,0.297519214
171,296,0.297519214
171,254,0.2965220536
171,306,0.277890184
171,172,0.2570536385
172,11,0.4657543635
172,79,0.3778942776
172,277,0.3778942776
172,296,0.3778942776
172,229,0.3355909338
172,639,0.3140425041
172,498,0.2776724647
172,668,0.2774300816
172,171,0.2570536385
173,455,0.2092333407
173,708,0.2092333407
173,29,0.1970047894
173,194,0.1970047894
173,295,0.1825937892
173,721,0.1825937892
173,177,0.1653204451
173,393,0.1600320543
173,218,0.1551570482
174,423,0.1850380658
174,415,0.1824002715
174,424,0.1768431237
174,585,0.1677657724
174,513,0.1646157203
174,484,0.161530301
174,642,0.1449977526
174,685,0.1440237932
174,78,0.143216171
175,520,0.432029572
175,256,0.2867443634
175,177,0.2843840732
175,160,0.2668503876
175,733,0.2603621846
175,393,0.2548136346
175,759,0.2465368723
175,89,0.2448401259
175,642,0.2361102711
176,514,0.2928705869
176,672,0.2428408147
176,356,0.2400990554
176,160,0.2206125351
176,620,0.2141014176
176,457,0.2056202788
176,606,0.1943606805
176,325,0.1806835336
176,187,0.1783248973
177,654,0.4352940258
177,52,0.3991397625
177,295,0.361859976
177,721,0.361859976
177,30,0.3498616337
177,29,0.3148710358
177,194,0.3148710358
177,436,0.299134161
177,175,0.2843840732
178,723,0.1800013195
178,287,0.1461954894
178,533,0.1294807953
178,688,0.1294807953
178,530,0.09340849738
178,626,0.09127585227
178,542,0.08863378233
178,460,0.08775375049
178,75,0.08314973621
179,713,0.4051833817
179,512,0.403371349
179,310,0.2424856734
179,39,0.222735799
179,662,0.1683877564
179,715,0.1354819823
179,382,0.1198210261
179,738,0.1193807924
179,621,0.1193455126
180,181,0.4923975196
180,487,0.4923975196
180,360,0.337219445
180,283,0.2933993443
180,98,0.2712203556
180,211,0.2521385999
180,2,0.2419498396
180,736,0.2230802403
180,719,0.2108406064
181,102,0.4923975196
181,180,0.4923975196
181,211,0.302057012
181,3,0.2637021856
181,553,0.2288626033
181,349,0.2157759822
181,736,0.2138774904
181,358,0.2042092696
181,360,0.2031808837
182,79,0.2999535405
182,277,0.2999535405
182,296,0.2999535405
182,229,0.2917483495
182,668,0.2741397647
182,713,0.2639903761
182,172,0.255205577
182,163,0.2296020169
182,171,0.2252236005
183,409,0.201830032
183,559,0.1044046903
183,501,0.1021317577
183,386,0.09893615098
183,517,0.09395045979
183,454,0.09349955179
183,444,0.09290137231
183,430,0.09030381364
183,544,0.09000101134
184,755,0.9112799248
184,81,0.8875166254
184,661,0.8521301804
184,456,0.8516568927
184,48,0.8402673813
184,573,0.3570420617
184,616,0.3570420617
184,538,0.3151076068
184,426,0.2977268282
185,695,0.9316694202
185,347,0.4603113424
185,318,0.4526286073
185,633,0.4526286073
185,123,0.3732184922
185,404,0.3732184922
185,641,0.3732184922
185,443,0.322422525
185,105,0.2400277286
186,436,0.2446742002
186,49,0.2445967285
186,729,0.2445967285
186,30,0.240823482
186,226,0.2288768429
186,285,0.2263028729
186,455,0.1931760898
186,708,0.1931760898
186,255,0.1927284703
187,325,0.3246770115
187,490,0.2875842422
187,460,0.2791618654
187,672,0.2773727068
187,457,0.2694398946
187,620,0.2482426164
187,623,0.2378394946
187,293,0.2351456123
187,314,0.2329904826
188,36,0.6362469934
188,704,0.3107465092
188,489,0.2833584941
188,267,0.2610576338
188,548,0.257848983
188,162,0.240735139
188,4,0.2322174457
188,72,0.2212096073
188,266,0.2212096073
189,199,0.1412265088
189,245,0.1412265088
189,582,0.1309975462
189,171,0.1269591351
189,563,0.1235027313
189,43,0.1219615834
189,578,0.1219615834
189,146,0.1118337733
189,639,0.1111537112
190,665,0.8185710454
190,114,0.2533621425
190,645,0.2225920447
190,128,0.1979417266
190,269,0.1933355227
190,79,0.1905254592
190,277,0.1905254592
190,296,0.1905254592
190,229,0.1891781789
191,526,0.2844307878
191,725,0.2749330324
191,620,0.2137218522
191,754,0.205118401
191,187,0.1964900236
191,314,0.1951320152
191,446,0.1948126886
191,732,0.1876825242
191,177,0.1848320797
192,727,0.4124778854
192,417,0.2197535159
192,158,0.158338451
192,166,0.1197181397
192,137,0.1184639761
192,453,0.117737755
192,561,0.1057658008
192,309,0.1054877688
192,524,0.1049265777
193,127,0.3211282112
193,686,0.3211282112
193,707,0.3035538041
193,694,0.2923462465
193,195,0.2796084921
193,275,0.2549322095
193,681,0.2479365651
193,274,0.2454359477
193,529,0.2454359477
194,295,0.3630407846
194,721,0.3630407846
194,455,0.3432438818
194,708,0.3432438818
194,177,0.3148710358
194,562,0.2712065474
194,52,0.2663573724
194,585,0.2575810716
194,577,0.2526837403
195,274,0.4425011879
195,529,0.4425011879
195,458,0.4229989572
195,236,0.3539466339
195,545,0.3539466339
195,402,0.3293738351
195,377,0.321431913
195,320,0.3140087584
195,468,0.3140087584
196,24,0.4609672094
196,733,0.1457435975
196,177,0.1380295802
196,282,0.1328641262
196,465,0.1328641262
196,434,0.1308387212
196,75,0.128937716
196,581,0.1260097012
196,741,0.1260097012
197,605,0.6277664774
197,255,0.282689524
197,442,0.2389121016
197,671,0.2309333606
197,49,0.1908962449
197,729,0.1908962449
197,74,0.1394106372
197,295,0.1221753475
197,721,0.1221753475
198,518,0.2686640544
198,118,0.2513802589
198,136,0.2361918592
198,323,0.2346477158
198,602,0.2187554971
198,399,0.2138099261
198,95,0.1981669715
198,464,0.1785056382
198,97,0.1742848889
199,563,0.3551105885
199,476,0.2423531038
199,700,0.2197410405
199,714,0.2197410405
199,67,0.2169248585
199,315,0.212271973
199,705,0.2081661205
199,621,0.2028837186
199,60,0.1609786765
200,536,0.4922296259
200,279,0.2018297179
200,474,0.1823165624
200,563,0.1731552843
200,97,0.166962076
200,738,0.1515517449
200,399,0.1472599694
200,199,0.1446541862
200,245,0.1446541862
201,436,0.332688263
201,49,0.2648156463
201,729,0.2648156463
201,706,0.2527180427
201,603,0.2390073442
201,368,0.2319745453
201,30,0.2187828075
201,663,0.218321674
201,413,0.2182326328
202,240,0.2606818645
202,393,0.21819391
202,692,0.1993379701
202,679,0.1736716029
202,448,0.1578987637
202,46,0.155655629
202,722,0.155655629
202,476,0.1546404448
202,537,0.1500302858
203,260,0.369145086
203,58,0.3251764686
203,423,0.3106317613
203,445,0.3040995071
203,527,0.3040995071
203,415,0.2966817664
203,424,0.2959559714
203,385,0.2956945975
203,635,0.2956945975
204,141,0.220987934
204,613,0.220987934
204,52,0.1371954951
204,617,0.1224400108
204,302,0.1122235705
204,571,0.09659387804
204,177,0.09568574579
204,446,0.09067469506
204,270,0.08866379915
205,15,0.9981173128
205,108,0.9981173128
205,258,0.9981173128
205,624,0.9981173128
205,711,0.9981173128
205,33,0.9261998649
205,57,0.9261998649
205,560,0.800349371
205,26,0.6962188543
206,190,0.1553293038
206,665,0.1422850417
206,645,0.134690472
206,143,0.1324345783
206,612,0.120224398
206,495,0.1154697425
206,114,0.09904995511
206,713,0.09753646204
206,321,0.093837911
207,129,0.4700153441
207,451,0.4700153441
207,217,0.4460545509
207,50,0.1175682153
207,761,0.109063033
207,455,0.1053471332
207,708,0.1053471332
207,650,0.1053111482
207,554,0.1021213959
208,639,0.3102506755
208,172,0.2346876892
208,171,0.2283393068
208,716,0.2148063035
208,229,0.1595362443
208,79,0.154559348
208,277,0.154559348
208,296,0.154559348
208,582,0.1506143479
209,127,0.323670265
209,686,0.323670265
209,339,0.2340144036
209,240,0.1789620575
209,726,0.1646069183
209,103,0.123772415
209,554,0.1198872257
209,251,0.1166920478
209,723,0.1145721753
210,563,0.1253832465
210,199,0.1196963673
210,245,0.1196963673
210,434,0.114276296
210,669,0.09926532059
210,265,0.08702238921
210,749,0.07634596763
210,381,0.07531061721
210,745,0.07531061721
211,181,0.302057012
211,487,0.302057012
211,102,0.2521385999
211,180,0.2521385999
211,360,0.226776543
211,444,0.2118543154
211,177,0.2006069539
211,581,0.1987425707
211,741,0.1987425707
212,596,0.42695948
212,583,0.3553558075
212,528,0.3508338461
212,12,0.3346749371
212,401,0.3001919646
212,279,0.2572705297
212,646,0.2312345934
212,474,0.2244813151
212,464,0.2168253272
213,514,0.2928705869
213,672,0.2428408147
213,356,0.2400990554
213,160,0.2206125351
213,620,0.2141014176
213,457,0.2056202788
213,606,0.1943606805
213,325,0.1806835336
213,187,0.1783248973
214,385,0.2210743839
214,635,0.2210743839
214,202,0.1295897516
214,339,0.1213313678
214,448,0.1209108356
214,726,0.1074384167
214,538,0.1028704562
214,203,0.1014984329
214,500,0.1014984329
215,319,0.3476796236
215,449,0.3476522554
215,558,0.1884280646
215,74,0.1790437186
215,651,0.1548137411
215,221,0.1546187434
215,338,0.1527040001
215,710,0.1525589522
215,393,0.1517122127
216,237,0.3584680658
216,145,0.2920258402
216,361,0.2006671063
216,26,0.1609637895
216,23,0.1491410774
216,131,0.1491410774
216,205,0.1491410774
216,329,0.1491410774
216,575,0.1491410774
217,129,0.5632734707
217,451,0.5632734707
217,207,0.4460545509
217,752,0.4460545509
217,554,0.1624262649
217,431,0.1351991765
217,119,0.1249128492
217,652,0.1229718122
217,321,0.1182315064
218,685,0.2591612272
218,452,0.2242493013
218,29,0.2053461348
218,194,0.2053461348
218,764,0.173925169
218,295,0.1634833153
218,721,0.1634833153
218,177,0.1615170205
218,390,0.1569585189
219,738,0.2120425278
219,177,0.2044293646
219,393,0.1993382591
219,422,0.1685684973
219,637,0.1553933263
219,315,0.1496458585
219,52,0.1399933444
219,581,0.1395942434
219,741,0.1395942434
220,567,0.1959595839
220,542,0.162794629
220,361,0.1569086254
220,344,0.1526069996
220,123,0.147794067
220,404,0.147794067
220,641,0.147794067
220,246,0.1443394857
220,530,0.1351983801
221,462,0.41398714
221,739,0.2821411483
221,541,0.2166930037
221,657,0.2166930037
221,651,0.1993188667
221,21,0.193636246
221,463,0.1743644747
221,642,0.1722152201
221,724,0.1665428746
222,177,0.228460693
222,470,0.2187606662
222,19,0.2037724563
222,654,0.1820078471
222,640,0.180478529
222,585,0.1682772679
222,547,0.1627401225
222,382,0.1618570667
222,549,0.1592804007
223,16,0.9415505085
223,677,0.2242920516
223,145,0.1865662684
223,683,0.1233543867
223,237,0.1226987819
223,626,0.113728737
223,246,0.0939067604
223,216,0.08905207921
223,698,0.07393566713
224,458,0.3058516719
224,402,0.2937791158
224,359,0.2674707781
224,274,0.2632609436
224,529,0.2632609436
224,96,0.2550261196
224,365,0.2452970339
224,610,0.2452970339
224,195,0.1755009599
225,36,0.6362469934
225,704,0.3107465092
225,489,0.2833584941
225,267,0.2610576338
225,548,0.257848983
225,162,0.240735139
225,4,0.2322174457
225,72,0.2212096073
225,266,0.2212096073
226,285,0.2627810638
226,30,0.2521750867
226,186,0.2288768429
226,364,0.2288768429
226,682,0.2076725626
226,455,0.1656041419
226,708,0.1656041419
226,654,0.1639862194
226,436,0.1461483093
227,288,0.7046166118
227,763,0.699509711
227,124,0.6262551958
227,748,0.2440426056
227,463,0.2257282754
227,69,0.2238577987
227,552,0.2238577987
227,229,0.2199623943
227,79,0.2131004424
228,73,0.4092439056
228,584,0.3175473819
228,531,0.2803267542
228,41,0.2144912825
228,275,0.1820412927
228,331,0.1700804802
228,597,0.1700804802
228,720,0.1683357139
228,412,0.1667701023
229,79,0.9963123933
229,277,0.9963123933
229,296,0.9963123933
229,668,0.346867998
229,172,0.3355909338
229,163,0.317328864
229,171,0.2999457353
229,182,0.2917483495
229,521,0.2797656936
230,263,0.6785192514
230,706,0.5171840458
230,18,0.4687315106
230,316,0.4603057863
230,387,0.4134804204
230,441,0.3711306396
230,611,0.3079813115
230,740,0.28580233
230,339,0.1942056865
231,315,0.2725548592
231,90,0.2132402256
231,758,0.1678204336
231,591,0.1490260146
231,19,0.1466370027
231,249,0.1343320861
231,762,0.1332976275
231,760,0.1327492679
231,79,0.1326240806
232,233,0.3221262219
232,582,0.2703605272
232,63,0.2468470902
232,471,0.2181587963
232,162,0.2177886121
232,482,0.2110668185
232,268,0.2054948168
232,498,0.203172967
232,551,0.1980772267
233,63,0.53752184
233,232,0.3221262219
233,448,0.1889863589
233,609,0.1340717174
233,654,0.1325003277
233,19,0.1318030591
233,254,0.1217137146
233,162,0.1216828956
233,6,0.1214636601
234,74,0.2247794504
234,318,0.1701136413
234,633,0.1701136413
234,381,0.150704163
234,745,0.150704163
234,314,0.1378380405
234,455,0.130138989
234,708,0.130138989
234,445,0.1171529274
235,347,0.3307257636
235,123,0.3045073355
235,404,0.3045073355
235,641,0.3045073355
235,74,0.2573905441
235,480,0.2542798936
235,318,0.2385660857
235,633,0.2385660857
235,227,0.1776054369
236,402,0.4502731742
236,274,0.4353540705
236,529,0.4353540705
236,458,0.4084841602
236,377,0.3590015504
236,195,0.3539466339
236,320,0.3492181845
236,468,0.3492181845
236,557,0.3186130878
237,145,0.8281974277
237,216,0.3584680658
237,32,0.1799446414
237,629,0.1799446414
237,16,0.1452928621
237,223,0.1226987819
237,509,0.1178624583
237,361,0.09875638981
237,344,0.09483614553
238,756,0.2242837042
238,305,0.183428827
238,121,0.1516832532
238,90,0.1425016079
238,591,0.1366997905
238,637,0.1296851151
238,19,0.1248288543
238,455,0.1166629732
238,708,0.1166629732
239,443,0.405621819
239,243,0.3507421742
239,479,0.2596100643
239,695,0.2177339835
239,185,0.2166183304
239,363,0.1848278682
239,744,0.1697818141
239,347,0.1607509769
239,123,0.14637764
240,413,0.2609253528
240,202,0.2606818645
240,663,0.2478319309
240,723,0.1957757827
240,716,0.1935239949
240,450,0.1902344982
240,748,0.1889199452
240,691,0.181452109
240,127,0.1809735168
241,105,0.3099531723
241,523,0.3099531723
241,666,0.3099531723
241,577,0.2957249002
241,376,0.2739465998
241,314,0.2719781813
241,647,0.2209112496
241,625,0.212685986
241,489,0.2098227008
242,306,0.3166855119
242,21,0.2756843021
242,380,0.2625152664
242,482,0.2299256987
242,371,0.2275803095
242,61,0.2248727307
242,171,0.222180834
242,311,0.1933670869
242,734,0.1841760727
243,363,0.4989205769
243,239,0.3507421742
243,524,0.3413278616
243,744,0.332795582
243,312,0.3251293444
243,443,0.2998246818
243,567,0.2351545572
243,287,0.2202328421
243,479,0.2086306387
244,668,0.3131195817
244,679,0.3010152513
244,719,0.2537302283
244,726,0.2369090301
244,148,0.2274402335
244,68,0.1975881673
244,151,0.1975881673
244,736,0.1950427492
244,182,0.1928680917
245,563,0.3551105885
245,476,0.2423531038
245,700,0.2197410405
245,714,0.2197410405
245,67,0.2169248585
245,315,0.212271973
245,705,0.2081661205
245,621,0.2028837186
245,60,0.1609786765
246,332,0.2233386755
246,626,0.2146175191
246,312,0.1660701577
246,328,0.1646322825
246,363,0.1472864865
246,220,0.1443394857
246,747,0.1323308393
246,203,0.127381372
246,500,0.127381372
247,95,0.1787310261
247,352,0.1686556584
247,743,0.1651903228
247,74,0.1559303376
247,536,0.1424947928
247,516,0.1334909467
247,710,0.1157404006
247,651,0.1148669666
247,318,0.1142453322
248,455,0.2555794947
248,708,0.2555794947
248,295,0.2438268197
248,721,0.2438268197
248,177,0.2320919704
248,52,0.2053978451
248,29,0.1821315396
248,194,0.1821315396
248,562,0.1751854742
249,758,0.6998896052
249,22,0.3272762813
249,290,0.2836877467
249,87,0.2480228709
249,166,0.2244250083
249,292,0.2203807165
249,630,0.2113244799
249,551,0.1987359814
249,640,0.1984101816
250,553,0.3752136053
250,418,0.3606657798
250,680,0.3570424458
250,511,0.2899578483
250,304,0.2160123391
250,308,0.2081464109
250,358,0.1694468144
250,406,0.1393072883
250,506,0.1393072883
251,726,0.4020405078
251,444,0.269151207
251,103,0.2038232386
251,485,0.1969984463
251,554,0.1580038284
251,598,0.1522538249
251,20,0.1387185358
251,733,0.1385406759
251,270,0.1345041653
252,102,0.1928971608
252,180,0.1928971608
252,360,0.1800747178
252,679,0.1754271154
252,609,0.171134984
252,181,0.1632673491
252,487,0.1632673491
252,544,0.1538421861
252,256,0.1406124188
253,146,0.8866516814
253,726,0.1818699115
253,436,0.1663629384
253,244,0.1608086737
253,262,0.1559590313
253,177,0.1528143868
253,654,0.1474942754
253,667,0.1373252311
253,444,0.1351806355
254,171,0.2965220536
254,498,0.2956157579
254,411,0.2622187782
254,551,0.2491924677
254,76,0.2313420325
254,486,0.2313420325
254,639,0.2296871997
254,345,0.2277466999
254,474,0.2176807945
255,436,0.2836782733
255,197,0.282689524
255,30,0.2587644596
255,177,0.2111527841
255,603,0.2087024641
255,654,0.2063419911
255,201,0.2028556212
255,49,0.1968468075
255,729,0.1968468075
256,520,0.5347515592
256,164,0.3292553791
256,175,0.2867443634
256,324,0.2867443634
256,316,0.2731771239
256,284,0.2243412613
256,748,0.2178995088
256,431,0.2158650597
256,433,0.2028728962
257,393,0.1787925749
257,118,0.1635402829
257,128,0.16306526
257,399,0.1571778933
257,710,0.1480762614
257,50,0.1366437723
257,198,0.1364390206
257,602,0.134388176
257,97,0.1343366924
258,23,0.9981173128
258,131,0.9981173128
258,205,0.9981173128
258,329,0.9981173128
258,575,0.9981173128
258,33,0.9280890257
258,57,0.9280890257
258,560,0.8014096027
258,26,0.697713364
259,9,0.9291965421
259,737,0.9291965421
259,154,0.8171762524
259,588,0.8171762524
259,463,0.2694711128
259,307,0.2616841653
259,570,0.2616841653
259,673,0.2488842863
259,411,0.2335555385
260,58,0.4098040503
260,80,0.3954095413
260,264,0.3954095413
260,203,0.369145086
260,500,0.369145086
260,423,0.3484868563
260,415,0.3435190317
260,153,0.3225784304
260,424,0.3145551193
261,631,0.9633853842
261,709,0.9633853842
261,435,0.9491252477
261,535,0.9491252477
261,28,0.9481276177
261,125,0.9481276177
261,1,0.1986838647
261,524,0.1924356559
261,532,0.173730693
262,480,0.2437203847
262,74,0.226678869
262,314,0.2018049983
262,554,0.1961472559
262,318,0.1890174742
262,633,0.1890174742
262,444,0.1740527531
262,146,0.1694230024
262,117,0.1654107009
263,230,0.6785192514
263,18,0.4029375483
263,706,0.3859648504
263,316,0.3819336605
263,622,0.2804928265
263,387,0.2797975872
263,441,0.2710035643
263,740,0.2009114776
263,611,0.1873852169
264,260,0.3954095413
264,577,0.2887193821
264,625,0.2822663787
264,153,0.2700010456
264,58,0.2407599486
264,423,0.2272521127
264,415,0.2240125396
264,762,0.21784228
264,424,0.2094607641
265,429,0.2237185232
265,606,0.2111959765
265,325,0.1957792922
265,620,0.1909963049
265,623,0.1784455904
265,187,0.1763656738
265,314,0.170553188
265,19,0.1614997512
265,438,0.1584940945
266,267,0.4226220535
266,548,0.3843179723
266,4,0.3812945037
266,407,0.2477897251
266,188,0.2212096073
266,225,0.2212096073
266,703,0.2037084823
266,32,0.1598009005
266,629,0.1598009005
267,548,0.562327832
267,4,0.5441849839
267,72,0.4226220535
267,266,0.4226220535
267,407,0.3638369256
267,703,0.3197225636
267,188,0.2610576338
267,225,0.2610576338
267,32,0.1881913851
268,551,0.239395272
268,352,0.2303567659
268,482,0.2154107567
268,232,0.2054948168
268,115,0.1888559377
268,241,0.1789534667
268,519,0.1789534667
268,65,0.1783922668
268,381,0.1776992114
269,356,0.2258299247
269,283,0.2039471137
269,190,0.1933355227
269,665,0.1853831961
269,444,0.1722563564
269,114,0.1698601246
269,411,0.1660914346
269,482,0.1660409198
269,211,0.1570956203
270,658,0.2775487879
270,726,0.2707801807
270,314,0.2387095478
270,584,0.2349511685
270,160,0.2344761053
270,446,0.1819758373
270,284,0.1616741061
270,748,0.1587146293
270,244,0.1562823557
271,530,0.2454766601
271,344,0.2178824857
271,330,0.1925055599
271,447,0.1925055599
271,684,0.1925055599
271,758,0.1626839913
271,22,0.1554072457
271,290,0.1471541413
271,249,0.1425926235
272,33,0.2543572398
272,57,0.2543572398
272,26,0.2461715034
272,560,0.2281199676
272,509,0.222530835
272,23,0.185916902
272,131,0.185916902
272,205,0.185916902
272,329,0.185916902
273,474,0.2556302247
273,128,0.2386817995
273,97,0.2074163429
273,118,0.187919247
273,581,0.1821578203
273,741,0.1821578203
273,399,0.1696371721
273,691,0.1513209889
273,50,0.1474553952
274,458,0.5503298855
274,195,0.4425011879
274,236,0.4353540705
274,545,0.4353540705
274,402,0.410119567
274,377,0.3958729107
274,359,0.3841108102
274,365,0.336942415
274,610,0.336942415
275,707,0.8890921964
275,681,0.824278973
275,502,0.8074975396
275,694,0.3700094291
275,73,0.2625928813
275,193,0.2549322095
275,501,0.242790362
275,386,0.239690586
275,559,0.2146003339
276,295,0.2614341432
276,721,0.2614341432
276,455,0.2356239614
276,708,0.2356239614
276,55,0.1947489026
276,477,0.1947489026
276,532,0.1868772926
276,1,0.1852799011
276,132,0.1826334506
277,229,0.9963123933
277,172,0.3778942776
277,668,0.361517983
277,163,0.3190469231
277,182,0.2999535405
277,171,0.297519214
277,521,0.2918600477
277,446,0.2496368086
277,311,0.245845721
278,68,0.3612809088
278,151,0.3612809088
278,384,0.2855861386
278,91,0.2689731721
278,147,0.1866630264
278,463,0.1768222491
278,193,0.170737434
278,694,0.1694141316
278,494,0.1684805431
279,212,0.2572705297
279,528,0.2558091145
279,12,0.2492032703
279,516,0.2483619633
279,655,0.2270847519
279,379,0.2191964573
279,200,0.2018297179
279,116,0.1976643369
279,665,0.1875189554
280,332,0.1880935779
280,312,0.1606465052
280,522,0.1469341485
280,628,0.1469341485
280,328,0.1271284633
280,496,0.1165381907
280,521,0.1130742538
280,586,0.1073439733
280,322,0.1056748333
281,439,0.4796530052
281,59,0.2444295822
281,330,0.2058972058
281,447,0.2058972058
281,684,0.2058972058
281,162,0.1700819178
281,188,0.1572928196
281,225,0.1572928196
281,662,0.1413780876
282,302,0.2501385999
282,492,0.1899262266
282,473,0.1690248198
282,553,0.1677180076
282,308,0.1519358537
282,421,0.1408997866
282,196,0.1328641262
282,541,0.1320821492
282,657,0.1320821492
