lecture_id,r_id,degree
283,102,0.2933993443
283,180,0.2933993443
283,719,0.2695508453
283,360,0.2510704165
283,2,0.2319768683
283,736,0.2063800502
283,269,0.2039471137
283,559,0.2024470334
283,444,0.2023896405
284,748,0.7681758325
284,256,0.2243412613
284,164,0.1967730026
284,520,0.1782898242
284,345,0.1752061862
284,321,0.165184369
284,576,0.165184369
284,270,0.1616741061
284,642,0.1597992215
285,226,0.2627810638
285,30,0.2452128066
285,186,0.2263028729
285,364,0.2263028729
285,373,0.1938922367
285,682,0.1724780055
285,455,0.1690850843
285,708,0.1690850843
285,302,0.130631694
286,544,0.2838400126
286,581,0.2284985771
286,741,0.2284985771
286,521,0.217412432
286,155,0.2107865557
286,317,0.2107865557
286,93,0.1785053938
286,491,0.1785053938
286,747,0.1781756191
287,542,0.4036010209
287,567,0.2343850837
287,243,0.2202328421
287,363,0.2140199866
287,644,0.171277562
287,460,0.1570106806
287,187,0.1568436412
287,178,0.1461954894
287,621,0.1440543234
288,124,0.7048284952
288,227,0.7046166118
288,763,0.6316089058
288,149,0.308363254
288,555,0.308363254
288,20,0.2696690099
288,69,0.2265440028
288,552,0.2265440028
288,748,0.2036511766
289,685,0.2591612272
289,452,0.2242493013
289,29,0.2053461348
289,194,0.2053461348
289,764,0.173925169
289,295,0.1634833153
289,721,0.1634833153
289,177,0.1615170205
289,390,0.1569585189
290,22,0.5641140672
290,382,0.3855117695
290,128,0.295685139
290,249,0.2836877467
290,114,0.2831247096
290,758,0.2827715119
290,87,0.2817426168
290,645,0.2664868671
290,738,0.26164947
291,65,0.5835026362
291,352,0.24660712
291,115,0.240989179
291,579,0.2278023878
291,601,0.2278023878
291,473,0.2165480954
291,327,0.1901197517
291,429,0.1778661747
291,375,0.1766339556
292,558,0.2645626475
292,568,0.2642143485
292,22,0.2297466214
292,249,0.2203807165
292,290,0.2167476046
292,526,0.2028384389
292,338,0.1863987327
292,594,0.1831868495
292,758,0.1773205984
293,460,0.4213434896
293,490,0.3332371327
293,744,0.2612681244
293,363,0.2405065762
293,187,0.2351456123
293,64,0.2165972018
293,600,0.2165972018
293,720,0.1958806568
293,762,0.1731208609
294,497,0.2086961658
294,609,0.143620224
294,590,0.1423528507
294,380,0.1400509049
294,744,0.1282548224
294,14,0.1279017976
294,276,0.1176279907
294,483,0.1166653218
294,299,0.1113570866
295,455,0.655421847
295,708,0.655421847
295,52,0.3823348878
295,29,0.3630407846
295,194,0.3630407846
295,30,0.3623061198
295,177,0.361859976
295,562,0.3510425018
295,654,0.3191938774
296,229,0.9963123933
296,172,0.3778942776
296,668,0.361517983
296,163,0.3190469231
296,182,0.2999535405
296,171,0.297519214
296,521,0.2918600477
296,446,0.2496368086
296,311,0.245845721
297,142,0.3319145564
297,154,0.296326844
297,588,0.296326844
297,9,0.2330469841
297,737,0.2330469841
297,259,0.2256509024
297,505,0.2256509024
297,307,0.1907586039
297,570,0.1907586039
298,592,0.3055883099
298,160,0.1884427346
298,88,0.1806686257
298,279,0.1432931753
298,23,0.143179759
298,131,0.143179759
298,205,0.143179759
298,329,0.143179759
298,575,0.143179759
299,497,0.3358412682
299,437,0.3157992955
299,99,0.3087209476
299,136,0.2974640282
299,323,0.2963322367
299,590,0.2737642083
299,157,0.2617876119
299,761,0.2610919903
299,660,0.2445664951
300,116,0.2484992562
300,496,0.1911513837
300,697,0.1804166812
300,162,0.1314581662
300,419,0.1306106816
300,706,0.123341123
300,68,0.121177548
300,151,0.121177548
300,689,0.1170869027
301,426,0.1902246824
301,494,0.1781212441
301,538,0.1602195006
301,302,0.1391324527
301,712,0.1181623845
301,270,0.1059463175
301,757,0.1019067074
301,193,0.09844081161
301,568,0.0870377332
302,69,0.3623517051
302,552,0.3623517051
302,411,0.3561929275
302,282,0.2501385999
302,465,0.2501385999
302,673,0.2431071072
302,303,0.2389027327
302,463,0.2209411569
302,124,0.1881088948
303,69,0.4097777668
303,552,0.4097777668
303,673,0.3873199154
303,463,0.3179982431
303,454,0.314903934
303,619,0.3109280545
303,678,0.3109280545
303,411,0.2878090932
303,321,0.2824585684
304,308,0.8623381729
304,680,0.5223932438
304,418,0.5186825345
304,406,0.2554945718
304,506,0.2554945718
304,250,0.2160123391
304,553,0.2159426721
304,46,0.1779822329
304,722,0.1779822329
305,756,0.2141835638
305,637,0.1947031642
305,238,0.183428827
305,19,0.1388834264
305,121,0.1357874039
305,585,0.1329350152
305,591,0.1260437453
305,517,0.1221970761
305,476,0.1161085431
306,380,0.3392310388
306,242,0.3166855119
306,171,0.277890184
306,61,0.2496632932
306,163,0.2111373198
306,371,0.2109086034
306,482,0.2057028276
306,229,0.1926976284
306,254,0.1899288876
307,100,0.2904812346
307,154,0.2785750219
307,588,0.2785750219
307,9,0.2689109994
307,737,0.2689109994
307,259,0.2616841653
307,505,0.2616841653
307,463,0.2598740244
307,69,0.2549169713
308,304,0.8623381729
308,680,0.5315681136
308,418,0.528230376
308,406,0.2417800952
308,506,0.2417800952
308,553,0.2081596841
308,250,0.2081464109
308,532,0.1933768124
308,1,0.1870640279
309,756,0.3474890688
309,87,0.3002699271
309,14,0.2876051337
309,95,0.1689686019
309,8,0.1659563748
309,107,0.1659563748
309,503,0.1659563748
309,728,0.1659563748
309,466,0.1574501616
310,603,0.4435679891
310,373,0.3385259485
310,512,0.3150120607
310,713,0.3010788525
310,351,0.2952620917
310,30,0.2693603012
310,179,0.2424856734
310,654,0.2348180142
310,158,0.2201143993
311,21,0.2739382196
311,229,0.250607387
311,79,0.245845721
311,277,0.245845721
311,296,0.245845721
311,380,0.2035276515
311,371,0.1940870831
311,242,0.1933670869
311,401,0.185664099
312,332,0.802350466
312,243,0.3251293444
312,363,0.3251095435
312,567,0.2440573998
312,203,0.2045171142
312,500,0.2045171142
312,522,0.1894662699
312,628,0.1894662699
312,328,0.1797874351
313,391,0.2888754894
313,706,0.2263010615
313,10,0.1610910929
313,18,0.143876298
313,389,0.1343364854
313,622,0.1284507374
313,31,0.1186235092
313,143,0.1181044612
313,405,0.1125455761
314,160,0.3732825701
314,74,0.3564030412
314,480,0.3155291906
314,117,0.2998041356
314,577,0.2927024481
314,318,0.2749071512
314,633,0.2749071512
314,606,0.2741418899
314,241,0.2719781813
315,7,0.2725548592
315,231,0.2725548592
315,563,0.2304631195
315,199,0.212271973
315,245,0.212271973
315,754,0.1864994083
315,668,0.1830665287
315,551,0.1782645422
315,19,0.1598641281
316,230,0.4603057863
316,263,0.3819336605
316,740,0.3387039893
316,18,0.3269444124
316,706,0.3163975589
316,441,0.3143921387
316,256,0.2731771239
316,667,0.2454960381
316,387,0.2406632907
317,441,0.2785728595
317,607,0.2605066872
317,734,0.2569356821
317,753,0.2569356821
317,6,0.2107865557
317,286,0.2107865557
317,242,0.1789795677
317,747,0.1618985025
317,619,0.1602720088
318,74,0.5343437569
318,695,0.4787019724
318,185,0.4526286073
318,480,0.3543825397
318,123,0.3157215048
318,404,0.3157215048
318,641,0.3157215048
318,347,0.3005956009
318,117,0.2768824968
319,449,0.9981516701
319,215,0.3476796236
319,128,0.2243138452
319,474,0.1824713562
319,177,0.1778718749
319,97,0.1677466904
319,710,0.1579133806
319,354,0.1569178704
319,419,0.1526854209
320,402,0.3816640178
320,458,0.3678902446
320,236,0.3492181845
320,545,0.3492181845
320,274,0.3352424097
320,529,0.3352424097
320,557,0.3181876478
320,195,0.3140087584
320,377,0.2910707535
321,69,0.3408895016
321,552,0.3408895016
321,673,0.2941357156
321,463,0.2899189428
321,303,0.2824585684
321,337,0.2772253262
321,342,0.2772253262
321,598,0.2712586251
321,345,0.2685127534
322,27,0.2897324621
322,452,0.1275844299
322,764,0.1210959713
322,582,0.1133117556
322,496,0.1132336818
322,116,0.1108073624
322,488,0.1101333796
322,685,0.109965523
322,280,0.1056748333
323,136,0.988796621
323,730,0.3236478814
323,99,0.3031142554
323,299,0.2963322367
323,354,0.2651102081
323,198,0.2346477158
323,583,0.2172893444
323,69,0.1851889546
323,552,0.1851889546
324,520,0.432029572
324,256,0.2867443634
324,177,0.2843840732
324,160,0.2668503876
324,733,0.2603621846
324,393,0.2548136346
324,759,0.2465368723
324,89,0.2448401259
324,642,0.2361102711
325,187,0.3246770115
325,672,0.2731270717
325,620,0.2583384141
325,623,0.2526117025
325,457,0.2460513375
325,314,0.2295970464
325,438,0.2264059199
325,572,0.197112048
325,606,0.1961692083
326,398,0.4287089457
326,240,0.1528249958
326,101,0.1412335513
326,569,0.1412335513
326,80,0.1247784003
326,264,0.1247784003
326,263,0.1101753011
326,622,0.09613196397
326,356,0.09583037069
327,291,0.1901197517
327,393,0.1364533819
327,663,0.125551603
327,413,0.1255003975
327,19,0.1219303747
327,553,0.1153207432
327,482,0.1118336925
327,541,0.09804514044
327,657,0.09804514044
328,522,0.2011468298
328,628,0.2011468298
328,332,0.1970543834
328,312,0.1797874351
328,521,0.178181948
328,246,0.1646322825
328,586,0.1494978705
328,679,0.1429021945
328,482,0.1376370348
329,15,0.9981173128
329,108,0.9981173128
329,258,0.9981173128
329,624,0.9981173128
329,711,0.9981173128
329,33,0.9261998649
329,57,0.9261998649
329,560,0.800349371
329,26,0.6962188543
330,495,0.308707797
330,731,0.3039014995
330,700,0.2728103755
330,714,0.2728103755
330,621,0.2647689791
330,750,0.2606327534
330,508,0.2520523677
330,550,0.2208317997
330,281,0.2058972058
331,110,0.9742524068
331,432,0.9742524068
331,584,0.3513991753
331,41,0.2252046657
331,720,0.1981644114
331,712,0.1880507846
331,366,0.1802696174
331,531,0.1751470824
331,275,0.1716082231
332,312,0.802350466
332,363,0.2664789909
332,522,0.2365780993
332,628,0.2365780993
332,203,0.2261237984
332,500,0.2261237984
332,246,0.2233386755
332,328,0.1970543834
332,280,0.1880935779
333,453,0.1833326555
333,122,0.1801341062
333,350,0.1761761374
333,158,0.1601270182
333,547,0.1494977402
333,90,0.1396371035
333,663,0.1186967581
333,413,0.1186483484
333,654,0.1183122812
334,644,0.2768525924
334,727,0.2298258876
334,701,0.20470952
334,54,0.1407515696
334,544,0.1396200946
334,165,0.1296060337
334,581,0.1262941012
334,741,0.1262941012
334,663,0.1215871786
335,94,0.9941446065
335,165,0.2111497963
335,581,0.1760537736
335,741,0.1760537736
335,60,0.1370428392
335,330,0.1352815428
335,447,0.1352815428
335,684,0.1352815428
335,22,0.1308220291
336,170,0.1603871264
336,438,0.1104842234
336,481,0.108077339
336,731,0.1080635147
336,24,0.1049217075
336,9,0.08820136225
336,737,0.08820136225
336,259,0.08540216498
336,505,0.08540216498
337,69,0.330397958
337,552,0.330397958
337,463,0.3140985767
337,598,0.2981697086
337,321,0.2772253262
337,576,0.2772253262
337,303,0.2736624258
337,124,0.2616891676
337,454,0.2545118739
338,558,0.3609728254
338,368,0.2323763317
338,67,0.2078431004
338,471,0.1999391908
338,79,0.1892267776
338,277,0.1892267776
338,296,0.1892267776
338,292,0.1863987327
338,229,0.1827928703
339,22,0.2583166797
339,209,0.2340144036
339,127,0.2256747928
339,686,0.2256747928
339,706,0.2202951991
339,78,0.2068395547
339,138,0.2068395547
339,230,0.1942056865
339,446,0.1907067182
340,27,0.2031225822
340,378,0.1857276665
340,201,0.1287429271
340,455,0.1224562673
340,708,0.1224562673
340,611,0.1180704056
340,246,0.1019926602
340,441,0.09732771577
340,328,0.0971146717
341,589,0.8080881711
341,154,0.2796634047
341,588,0.2796634047
341,403,0.2465760878
341,690,0.2465760878
341,9,0.2301580328
341,737,0.2301580328
341,259,0.2228536362
341,505,0.2228536362
342,69,0.330397958
342,552,0.330397958
342,463,0.3140985767
342,598,0.2981697086
342,321,0.2772253262
342,576,0.2772253262
342,303,0.2736624258
342,124,0.2616891676
342,454,0.2545118739
343,58,0.1898440697
343,187,0.1695995844
343,370,0.1615769362
343,485,0.1507434285
343,134,0.149338522
343,349,0.146855612
343,620,0.145294411
343,314,0.1417613816
343,8,0.127082224
344,530,0.7168690606
344,34,0.3319406231
344,362,0.3319406231
344,428,0.3319406231
344,492,0.2300294139
344,271,0.2178824857
344,425,0.2178824857
344,567,0.1984057377
344,542,0.1917615556
345,76,0.6606422182
345,486,0.6606422182
345,598,0.308054386
345,321,0.2685127534
345,576,0.2685127534
345,642,0.2562904051
345,348,0.2560645964
345,337,0.2486384979
345,342,0.2486384979
346,56,0.1727081148
346,594,0.1453005935
346,330,0.1403777341
346,447,0.1403777341
346,684,0.1403777341
346,568,0.1229999448
346,351,0.1221576127
346,495,0.1197010321
346,459,0.118472818
347,123,0.740018755
347,404,0.740018755
347,641,0.740018755
347,185,0.4603113424
347,695,0.3751793752
347,235,0.3307257636
347,318,0.3005956009
347,633,0.3005956009
347,443,0.1994579141
348,76,0.2961455574
348,486,0.2961455574
348,345,0.2560645964
348,293,0.1623612739
348,642,0.1512541196
348,270,0.1508149821
348,161,0.1472371564
348,445,0.1383326363
348,527,0.1383326363
349,736,0.8145578136
349,511,0.3570349049
349,587,0.3341699506
349,2,0.2692069257
349,360,0.2688060846
349,181,0.2157759822
349,487,0.2157759822
349,559,0.2149282308
349,358,0.2100765954
350,137,0.1821927124
350,158,0.1796088088
350,333,0.1761761374
350,426,0.1504118483
350,71,0.1303703454
350,90,0.1292021944
350,757,0.12680578
350,675,0.1239819019
350,354,0.1157093675
351,603,0.3592907168
351,310,0.2952620917
351,373,0.2340790628
351,30,0.2179194997
351,408,0.2131992451
351,436,0.2036548533
351,700,0.203585092
351,714,0.203585092
351,255,0.1854110229
352,115,0.3315613536
352,65,0.3312801183
352,291,0.24660712
352,95,0.2390777944
352,268,0.2303567659
352,743,0.2269163076
352,536,0.2157893514
352,416,0.2042600834
352,50,0.2024044847
353,395,0.2072027729
353,586,0.1881287179
353,279,0.1384177713
353,307,0.1371932832
353,570,0.1371932832
353,100,0.1362509385
353,617,0.1047701399
353,11,0.1018840639
353,374,0.1012258313
354,136,0.2668548156
354,323,0.2651102081
354,427,0.2014518666
354,177,0.1796610711
354,474,0.1773157564
354,128,0.1687771595
354,175,0.163282588
354,324,0.163282588
354,319,0.1569178704
355,402,0.3132996333
355,458,0.2720239778
355,274,0.2453510479
355,529,0.2453510479
355,236,0.2325706629
355,545,0.2325706629
355,557,0.2238330426
355,359,0.2164481028
355,377,0.2144301278
356,514,0.3008513511
356,620,0.2599964399
356,8,0.2481338779
356,107,0.2481338779
356,503,0.2481338779
356,728,0.2481338779
356,176,0.2400990554
356,213,0.2400990554
356,269,0.2258299247
357,102,0.1556408924
357,180,0.1556408924
357,265,0.1270277887
357,269,0.125478043
357,356,0.1184958831
357,481,0.11734827
357,2,0.1137121441
357,181,0.1123851343
357,487,0.1123851343
358,511,0.3936555504
358,675,0.386816821
358,3,0.3420548659
358,757,0.2765342283
358,663,0.2522604707
358,736,0.2485845033
358,413,0.2482791306
358,587,0.237233521
358,2,0.2294106189
359,365,0.5277491218
359,610,0.5277491218
359,96,0.4156141161
359,458,0.4095356988
359,274,0.3841108102
359,529,0.3841108102
359,402,0.3685051634
359,557,0.3094494164
359,236,0.2869748157
360,2,0.3644364531
360,736,0.3472821911
360,102,0.337219445
360,180,0.337219445
360,719,0.2785690764
360,349,0.2688060846
360,511,0.2656947475
360,283,0.2510704165
360,429,0.2456254725
361,216,0.2006671063
361,220,0.1569086254
361,530,0.1266894334
361,145,0.1260010932
361,739,0.1239630784
361,376,0.1183883908
361,542,0.1163122163
361,725,0.1125795748
361,344,0.1111700957
362,105,0.4035061759
362,523,0.4035061759
362,666,0.4035061759
362,344,0.3319406231
362,530,0.3270618122
362,443,0.2554190872
362,185,0.2271880864
362,577,0.1948277142
362,695,0.1938537788
363,243,0.4989205769
363,744,0.4514591121
363,312,0.3251095435
363,443,0.3190974817
363,567,0.2773498015
363,332,0.2664789909
363,293,0.2405065762
363,524,0.229117446
363,105,0.2206916778
364,436,0.2446742002
364,49,0.2445967285
364,729,0.2445967285
364,30,0.240823482
364,226,0.2288768429
364,285,0.2263028729
364,455,0.1931760898
364,708,0.1931760898
364,255,0.1927284703
365,96,0.922154359
365,359,0.5277491218
365,274,0.336942415
365,529,0.336942415
365,458,0.3170822094
365,402,0.2861714213
365,377,0.2795561733
365,236,0.2601468736
365,545,0.2601468736
366,718,0.351082064
366,37,0.3449898447
366,112,0.2810233833
366,140,0.2810233833
366,584,0.2426589682
366,400,0.2327590577
366,159,0.2307240474
366,712,0.188697716
366,531,0.1847497775
367,577,0.1850793848
367,476,0.1699234242
367,623,0.136193647
367,625,0.1331062739
367,452,0.1327527613
367,685,0.1226921542
367,105,0.120247809
367,523,0.120247809
367,666,0.120247809
368,662,0.4600890001
368,162,0.2708066169
368,338,0.2323763317
368,201,0.2319745453
368,564,0.2162966153
368,88,0.2090264875
368,188,0.2030697327
368,225,0.2030697327
368,66,0.1999001463
369,646,0.2385518959
369,528,0.1952224008
369,212,0.1516736996
369,12,0.1498438012
369,693,0.1458244204
369,221,0.1422681262
369,69,0.1398627559
369,552,0.1398627559
369,379,0.1364910116
370,559,0.3970087448
370,501,0.2609763205
370,177,0.241733853
370,444,0.2155535102
370,19,0.2150165217
370,158,0.2031749718
370,654,0.2027483518
370,29,0.2016681248
370,194,0.2016681248
371,21,0.2623542016
371,429,0.2566031893
371,380,0.2500268497
371,584,0.2448772327
371,360,0.239468125
371,242,0.2275803095
371,171,0.219437459
371,306,0.2109086034
371,395,0.20066269
372,631,0.9633853842
372,709,0.9633853842
372,435,0.9491252477
372,535,0.9491252477
372,28,0.9481276177
372,125,0.9481276177
372,1,0.1986838647
372,524,0.1924356559
372,532,0.173730693
373,310,0.3385259485
373,603,0.2708106262
373,351,0.2340790628
373,285,0.1938922367
373,558,0.1815326312
373,564,0.1770571627
373,30,0.1587830382
373,679,0.1481076627
373,654,0.1454636834
374,762,0.6427309016
374,606,0.2954173167
374,672,0.2933778389
374,577,0.2770328986
374,647,0.2713876268
374,457,0.2607262129
374,260,0.2486027932
374,625,0.2413279455
374,460,0.2368773259
375,433,0.2281675608
375,526,0.1972752353
375,256,0.1913584233
375,520,0.1852272473
375,291,0.1766339556
375,65,0.1549619968
375,352,0.153952609
375,581,0.1523675232
375,741,0.1523675232
376,241,0.2739465998
376,519,0.2739465998
376,746,0.2583650458
376,314,0.2517656456
376,577,0.2363378166
376,489,0.2114364897
376,390,0.2096640675
376,481,0.1969208362
376,647,0.1947625431
377,274,0.3958729107
377,529,0.3958729107
377,458,0.3822106936
377,402,0.3732159397
377,236,0.3590015504
377,545,0.3590015504
377,195,0.321431913
377,320,0.2910707535
377,468,0.2910707535
378,668,0.2623091626
378,446,0.2287994975
378,521,0.2250910922
378,10,0.216269652
378,79,0.2035824907
378,277,0.2035824907
378,296,0.2035824907
378,229,0.1915763
378,66,0.1877957915
379,528,0.2371892796
379,279,0.2191964573
379,212,0.2052274083
379,646,0.203746019
379,43,0.1758811476
379,578,0.1758811476
379,12,0.166556716
379,59,0.1647495279
379,116,0.1588678636
380,306,0.3392310388
380,242,0.2625152664
380,61,0.2597897113
380,371,0.2500268497
380,482,0.2449683173
380,311,0.2035276515
380,190,0.1654196129
380,401,0.1587782323
380,653,0.1542411481
381,314,0.2645024288
381,434,0.2409461452
381,74,0.2339065885
381,29,0.2242903649
381,194,0.2242903649
381,647,0.2085925241
381,606,0.2049778902
381,376,0.1888447964
381,581,0.1795885946
382,22,0.4907692422
382,290,0.3855117695
382,645,0.3488348209
382,114,0.2755134041
382,89,0.2213280243
382,698,0.2135155218
382,128,0.203160929
382,419,0.1924870563
382,249,0.1898901889
383,476,0.1726703316
383,394,0.1675990964
383,407,0.141945774
383,82,0.1357052404
383,632,0.1355359169
383,430,0.1264325185
383,596,0.1248729582
383,691,0.1172621063
383,271,0.1164273345
384,499,0.2967744661
384,68,0.2900192557
384,151,0.2900192557
384,278,0.2855861386
384,193,0.210407735
384,147,0.2024345995
384,707,0.1964379826
384,135,0.194980935
384,386,0.1483628432
385,203,0.2956945975
385,500,0.2956945975
385,260,0.2531491409
385,58,0.2529295007
385,650,0.2461257594
385,614,0.2312561091
385,627,0.2312561091
385,120,0.2210743839
385,214,0.2210743839
386,409,0.2649725869
386,275,0.239690586
386,501,0.2340372063
386,681,0.2155001536
386,412,0.2085834269
386,502,0.2044193189
386,400,0.2007487527
386,73,0.1931246884
386,707,0.1842795143
387,230,0.4134804204
387,706,0.3379386681
387,263,0.2797975872
387,18,0.272005375
387,441,0.2527335925
387,316,0.2406632907
387,740,0.1939407026
387,611,0.1852102159
387,339,0.1596403254
388,227,0.1755355165
388,526,0.1560891398
388,184,0.1449851656
388,755,0.1390995968
388,81,0.1382454277
388,456,0.1379452988
388,48,0.137154701
388,288,0.1365222966
388,661,0.1327334023
389,630,0.2340306096
389,459,0.185851274
389,551,0.1681397646
389,594,0.1497612398
389,79,0.1486217122
389,277,0.1486217122
389,296,0.1486217122
389,229,0.145816772
389,330,0.1432046323
390,685,0.457322384
390,452,0.4241524217
390,746,0.3039717867
390,764,0.2383549891
390,376,0.2096640675
390,554,0.2077063814
390,218,0.1569585189
390,289,0.1569585189
390,160,0.146122176
391,551,0.346913133
391,313,0.2888754894
391,622,0.2828635938
391,667,0.2077437475
391,109,0.1730553703
391,740,0.1657672265
391,668,0.1578663094
391,316,0.1577189757
391,405,0.1567048564
392,429,0.1902903798
392,292,0.1574395502
392,550,0.1081845218
392,661,0.1024361767
392,499,0.1015745442
392,558,0.08486571066
392,303,0.07725400708
392,338,0.0737431739
392,278,0.07239188314
393,25,0.2826690619
393,177,0.2599537128
393,175,0.2548136346
393,324,0.2548136346
393,128,0.2332781995
393,520,0.218977271
393,202,0.21819391
393,399,0.2173677934
393,509,0.2154475519
394,82,0.9141590382
394,29,0.1994879626
394,194,0.1994879626
394,115,0.1798791725
394,177,0.1790344706
394,383,0.1675990964
394,295,0.1496049094
394,721,0.1496049094
394,175,0.1487545417
395,586,0.4777430511
395,307,0.2175776822
395,570,0.2175776822
395,353,0.2072027729
395,371,0.20066269
395,482,0.1906476998
395,670,0.1593337961
395,61,0.1555382784
395,182,0.1552878245
396,29,0.2126526522
396,194,0.2126526522
396,295,0.1984583146
396,721,0.1984583146
396,455,0.1917747348
396,708,0.1917747348
396,211,0.182919018
396,177,0.1723478952
396,562,0.1616543893
397,92,0.306330512
397,436,0.2766768175
397,562,0.2347684558
397,52,0.2315384565
397,654,0.2280943123
397,158,0.2116913646
397,682,0.2045867914
397,49,0.1994197029
397,729,0.1994197029
398,326,0.4287089457
398,80,0.1965343026
398,264,0.1965343026
398,444,0.1287449454
398,598,0.1235397313
398,554,0.121188382
398,20,0.1063404516
398,441,0.1037416299
398,642,0.1033413864
399,118,0.3679438773
399,464,0.2748883352
399,518,0.2701840831
399,602,0.2491074156
399,759,0.2264496714
399,89,0.2248911716
399,393,0.2173677934
399,420,0.2151978512
399,634,0.2151978512
400,718,0.6338457398
400,159,0.4306809456
400,37,0.3609016229
400,501,0.2464991583
400,366,0.2327590577
400,681,0.226809141
400,559,0.2158137864
400,720,0.2106840054
400,502,0.2101377738
401,596,0.3058908177
401,212,0.3001919646
401,516,0.2435017423
401,464,0.2128056597
401,583,0.2078161889
401,482,0.1871839031
401,311,0.185664099
401,653,0.1704991934
401,474,0.1662113823
402,458,0.459712469
402,236,0.4502731742
402,545,0.4502731742
402,557,0.4196898983
402,274,0.410119567
402,529,0.410119567
402,320,0.3816640178
402,468,0.3816640178
402,377,0.3732159397
403,154,0.2868412877
403,588,0.2868412877
403,341,0.2465760878
403,9,0.2231907706
403,737,0.2231907706
403,259,0.21610749
403,505,0.21610749
403,411,0.2134671617
403,589,0.1954272346
404,347,0.740018755
404,695,0.3784796798
404,185,0.3732184922
404,318,0.3157215048
404,633,0.3157215048
404,235,0.3045073355
404,443,0.1966675273
404,34,0.1897206363
404,362,0.1897206363
405,31,0.2423641991
405,10,0.2026007996
405,622,0.1623990223
405,391,0.1567048564
405,150,0.1483550983
405,143,0.1400058914
405,431,0.131361819
405,484,0.1311536244
405,354,0.1299275165
406,46,0.5068632082
406,722,0.5068632082
406,132,0.3599406721
406,304,0.2554945718
406,308,0.2417800952
406,418,0.2326835883
406,680,0.2303459937
406,1,0.1988116075
406,532,0.1916162617
407,703,0.8989368688
407,548,0.402731583
407,267,0.3638369256
407,4,0.3630847007
407,620,0.2668071556
407,72,0.2477897251
407,266,0.2477897251
407,160,0.1860506397
407,314,0.1789555164
408,351,0.2131992451
408,481,0.172928283
408,330,0.1555251529
408,447,0.1555251529
408,684,0.1555251529
408,669,0.1539239098
408,476,0.1522751255
408,603,0.1521485845
408,175,0.1506490441
409,386,0.2649725869
409,501,0.2477038276
409,499,0.2462799435
409,559,0.2134193032
409,454,0.2024855543
409,183,0.201830032
409,137,0.1867470114
409,71,0.1855048149
409,135,0.1773297357
410,431,0.1508477034
410,496,0.1187784753
410,521,0.1156354652
410,551,0.1093807711
410,328,0.1069830127
410,19,0.1033722393
410,370,0.1027166066
410,221,0.1002603263
410,558,0.09695201989
411,69,0.3869004269
411,552,0.3869004269
411,302,0.3561929275
411,673,0.3159988202
411,154,0.3100002291
411,588,0.3100002291
411,463,0.3053657873
411,303,0.2878090932
411,254,0.2622187782
412,426,0.2391794512
412,386,0.2085834269
412,193,0.2017573506
412,494,0.1962443312
412,73,0.187853863
412,254,0.1711049764
412,228,0.1667701023
412,133,0.1663264285
412,275,0.1580447326
413,663,0.998116455
413,158,0.3017405923
413,581,0.2929943575
413,741,0.2929943575
413,654,0.2652678606
413,240,0.2609253528
413,436,0.2529207741
413,358,0.2482791306
413,177,0.2367030687
414,488,0.1172031884
414,719,0.1141402145
414,310,0.1103889737
414,313,0.1029556038
414,122,0.101837644
414,654,0.09919304215
414,115,0.09637795067
414,746,0.09559630851
414,29,0.08784375403
415,423,0.9755167125
415,424,0.9366461202
415,260,0.3435190317
415,450,0.3352331938
415,203,0.2966817664
415,500,0.2966817664
415,58,0.2966031688
415,153,0.2397063347
415,80,0.2240125396
416,374,0.2352582857
416,762,0.2321365641
416,352,0.2042600834
416,647,0.1979533
416,746,0.192353392
416,115,0.1909728281
416,606,0.1862204197
416,481,0.184787389
416,65,0.1817367121
417,192,0.2197535159
417,495,0.203738162
417,479,0.1921624482
417,581,0.1838486043
417,741,0.1838486043
417,60,0.1634063795
417,175,0.1360685392
417,324,0.1360685392
417,520,0.1316187498
418,680,0.9899537628
418,308,0.528230376
418,304,0.5186825345
418,250,0.3606657798
418,553,0.2990211903
418,406,0.2326835883
418,506,0.2326835883
418,511,0.228593329
418,46,0.2083687839
419,128,0.2608464391
419,509,0.2393510791
419,685,0.2370268873
419,393,0.2051538751
419,710,0.1978477231
419,577,0.196224407
419,382,0.1924870563
419,606,0.1840586629
419,175,0.1788397028
420,128,0.2600964434
420,496,0.2412571021
420,558,0.2402893989
420,474,0.2380226615
420,645,0.2310452843
420,399,0.2151978512
420,564,0.2151040468
420,441,0.2009459473
420,114,0.1876899658
421,759,0.230923702
421,89,0.2293344105
421,175,0.212010444
421,324,0.212010444
421,177,0.184120001
421,652,0.1761078037
421,393,0.1757253069
421,565,0.1686768069
421,679,0.1644752561
422,605,0.1807587294
422,86,0.1685684973
422,219,0.1685684973
422,177,0.1464806421
422,29,0.1353686702
422,194,0.1353686702
422,571,0.1265013664
422,562,0.1211602666
422,82,0.1199290317
423,415,0.9755167125
423,424,0.9099591987
423,260,0.3484868563
423,450,0.3371654096
423,203,0.3106317613
423,500,0.3106317613
423,58,0.298089579
423,153,0.2414080325
423,80,0.2272521127
424,415,0.9366461202
424,423,0.9099591987
424,450,0.3195129127
424,260,0.3145551193
424,203,0.2959559714
424,500,0.2959559714
424,58,0.2765684342
424,153,0.2172678863
424,80,0.2094607641
425,530,0.2454766601
425,344,0.2178824857
425,330,0.1925055599
425,447,0.1925055599
425,684,0.1925055599
425,758,0.1626839913
